index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
19305  5.9970        1.2762        -5.8341       -0.5464       0.3604        0.1197        0.1760        0.2908        -0.1695       
19306  1.2809        0.0984        0.4646        -1.1896       0.6377        -0.4549       -0.3884       -0.2210       -0.5316       
19307  7.2225        0.9052        2.3874        6.7561        0.4843        -0.2834       0.0118        0.3926        -0.0163       
19308  2.4680        -0.1902       -0.6552       -2.3718       0.6639        0.2814        0.3181        -0.5103       -0.2001       
19309  1.3409        -0.5386       0.1738        -1.2156       0.5742        -0.4813       0.2510        -0.1873       -0.5902       
19310  1.8565        0.3066        1.3475        1.2398        0.8745        -0.3520       -0.7847       -0.1584       -0.0107       
19311  3.3462        -2.3265       -1.7321       1.6685        0.4995        -0.2012       -0.1838       0.4186        -0.2552       
19312  1.4382        0.2588        0.6429        1.2601        0.2406        -0.0373       -0.1900       0.1429        -0.8327       
19313  1.9774        0.0995        1.7234        -0.9644       0.2402        0.1251        0.0447        -0.2001       -0.6880       
19314  1.5434        1.0360        0.8934        -0.7148       0.5555        0.4091        -0.3288       0.1819        -0.5513       
19315  6.7829        -2.8063       -6.0176       1.3860        0.4934        0.0224        -0.1078       0.4810        -0.0230       
19316  0.9222        0.0402        -0.7390       -0.5502       0.9297        -0.6152       -0.1839       0.6723        -0.1867       
19317  3.0706        -0.5802       2.3212        -1.9246       0.6305        -0.2554       0.5728        0.0642        -0.1441       
19318  2.5056        -2.4447       0.4701        0.2830        0.3462        0.1714        0.2915        -0.0741       -0.5139       
19319  2.7057        1.5890        0.7921        -2.0418       0.5399        0.3800        0.0132        -0.3833       -0.3067       
19320  0.7698        -0.3609       -0.6072       0.3061        1.0152        0.3802        0.8341        -0.4364       -0.0670       
19321  2.0555        1.3354        0.1479        -1.5556       0.3921        -0.2990       0.0571        -0.2472       -0.5736       
19322  0.9837        -0.2051       -0.8818       0.3847        0.4819        0.3873        -0.2385       0.1593        -0.7995       
19323  9.4620        -3.7968       -8.2736       -2.5808       0.2071        0.0418        0.1834        -0.0866       -0.1503       
19324  1.7117        -0.8212       -1.2956       -0.7595       0.8151        0.4191        0.5940        0.3689        -0.1487       
19325  2.6098        -0.6734       2.0704        -1.4391       0.7048        -0.5366       0.3709        0.2668        -0.1182       
19326  0.5563        -0.3700       -0.0115       -0.4152       0.8551        0.8256        0.1320        -0.1793       -0.4256       
19327  1.8339        -0.6243       -1.6099       0.6177        0.7565        0.7477        0.0240        -0.1128       -0.2088       
19328  1.0976        0.8551        -0.5201       0.4507        0.6075        0.1284        0.5490        0.2262        -0.6267       
19329  1.0981        1.0160        0.2496        0.3334        1.1390        0.8338        -0.6959       -0.3431       0.3017        
19330  2.0825        1.1664        -1.1767       -1.2617       0.4059        -0.2808       0.2773        0.0947        -0.5564       
19331  2.1727        -1.2961       0.8570        -1.5185       0.8062        -0.4334       -0.2069       -0.6475       -0.0511       
19332  2.0413        -0.6022       -0.7471       1.8017        0.7319        -0.1132       -0.7176       -0.0892       -0.1950       
19333  9.0580        0.1946        -2.8791       -8.5861       0.2491        0.0325        -0.2031       0.1405        -0.1395       
19334  1.1385        0.2135        -0.7040       -0.8689       1.0599        -0.9689       0.3975        -0.1627       0.1405        
19335  9.3352        2.1171        -2.9363       8.6048        0.3480        -0.0925       -0.2260       -0.2479       -0.0746       
19336  1.9357        0.0959        1.3143        1.4179        0.9313        -0.2560       -0.0258       -0.8950       0.1115        
19337  0.6666        0.6087        -0.2559       0.0916        0.4921        -0.0482       -0.4653       -0.1527       -0.8853       
19338  1.1373        -0.5020       -0.8156       -0.6134       0.6643        -0.6145       -0.2083       0.1421        -0.5419       
19339  1.5262        0.6753        -1.3193       -0.3641       0.2791        0.0457        0.1963        0.1931        -0.7870       
19340  3.1219        1.4300        2.6292        -0.8881       0.6579        0.4272        -0.4651       0.1844        -0.1015       
19341  1.8721        1.0416        -1.4857       -0.4610       0.4454        -0.0058       0.1594        0.4158        -0.5731       
19342  3.4029        -1.3474       1.6178        2.6734        0.5714        -0.1981       0.4790        -0.2404       -0.1712       
19343  1.3332        0.2265        -1.1715       -0.5948       0.3584        -0.1055       0.3425        -0.0010       -0.7937       
19344  0.6660        -0.3216       -0.5379       0.2253        0.4500        -0.2597       0.3501        -0.1121       -0.9251       
19345  1.5196        0.0353        1.4128        -0.5585       0.5810        0.4974        -0.0456       0.2968        -0.5292       
19346  0.6933        -0.1276       0.5364        -0.4203       0.5298        0.4133        0.3011        -0.1385       -0.8393       
19347  1.6173        0.8835        0.6630        1.1814        0.7080        -0.2030       -0.0377       -0.6773       -0.3377       
19348  1.3024        0.4155        -0.4589       1.1459        0.4028        -0.1383       0.3666        -0.0933       -0.7694       
19349  4.0855        3.0452        2.1211        1.7085        0.2409        -0.0695       -0.0642       -0.2215       -0.3672       
19350  1.3260        0.8415        -0.5928       0.8359        0.9754        0.5067        0.5778        0.6007        0.0271        
19351  2.0868        -1.0499       -1.6121       0.8085        0.2454        0.0660        -0.1929       0.1366        -0.6599       
19352  1.5717        -0.9141       1.0151        0.7773        0.6814        0.1630        0.6511        -0.1172       -0.3876       
19353  2.3038        -1.4655       0.2804        1.7553        0.4858        0.1470        -0.1598       0.4346        -0.4372       
19354  6.6662        0.2305        2.7551        -6.0659       0.4691        0.3415        -0.2663       0.1802        -0.0508       
19355  1.4647        0.1175        1.4501        0.1699        0.7751        -0.1653       -0.3380       0.6777        -0.2820       
19356  1.4052        -0.7787       0.0788        1.1671        0.8282        0.5938        -0.5519       0.1697        -0.2145       
19357  1.1520        -0.7518       -0.7457       0.4537        0.9461        -0.2630       -0.7994       0.4322        -0.0835       
19358  1.5346        -1.4321       -0.4684       -0.2911       0.5259        -0.4700       -0.2346       -0.0253       -0.5859       
19359  3.9981        1.3479        -0.7935       -3.6794       0.4350        0.1058        -0.4195       0.0455        -0.2442       
19360  1.9764        -0.2276       1.8000        0.7837        0.4604        -0.1832       0.3457        -0.2427       -0.5339       
19361  0.8680        0.1912        0.7280        -0.4322       1.0872        0.6538        0.3518        0.7942        0.1140        
19362  2.4033        -1.5098       -0.0955       -1.8674       0.6535        0.3874        0.2912        0.4384        -0.2263       
19363  0.9378        -0.6793       -0.6428       0.0704        0.6519        0.4647        -0.1434       -0.4342       -0.6211       
19364  0.8171        -0.8091       0.0294        0.1103        0.4197        -0.0956       -0.0056       -0.4086       -0.9074       
19365  0.7039        -0.1092       -0.3622       0.5936        0.5289        -0.3431       -0.3727       0.1519        -0.8372       
19366  3.9133        -3.4288       -1.0871       1.5411        0.3986        -0.2963       -0.1262       0.2348        -0.2827       
19367  0.9894        -0.8220       0.4877        0.2558        0.5886        0.1385        0.5108        0.2576        -0.6835       
19368  8.7653        6.6714        3.9541        -4.0851       0.4727        0.0146        -0.4540       0.1306        0.0153        
19369  1.2898        -1.2151       -0.4315       0.0336        0.4840        -0.4085       0.2345        -0.1112       -0.7013       
19370  3.3375        -2.0654       -0.3144       2.6028        0.5763        -0.0055       0.4922        0.2996        -0.1737       
19371  0.7374        0.3965        -0.5198       -0.3410       0.3762        -0.2847       0.1742        -0.1735       -0.9657       
19372  1.6173        -0.0821       -1.5240       0.5351        0.4557        0.1746        -0.2976       0.2976        -0.6313       
19373  0.7091        0.4484        0.3352        -0.4352       0.5306        -0.4874       -0.1660       -0.1282       -0.8339       
19374  4.5961        -2.2305       1.2862        -3.8071       0.5407        0.2379        -0.4767       0.0925        -0.0904       
19375  1.7491        0.1544        0.3763        1.7012        0.6632        -0.2617       0.6079        0.0433        -0.3633       
19376  4.3822        -3.7599       1.5169        1.6632        0.6368        -0.5763       -0.2258       0.1498        0.0060        
19377  3.9098        1.9755        2.5707        -2.1852       0.3292        0.2303        -0.0558       -0.2284       -0.3336       
19378  1.1150        0.3520        -0.8610       -0.6149       0.7741        -0.2991       -0.7130       -0.0369       -0.3910       
19379  2.6100        -0.1927       -2.4413       -0.9028       0.3649        0.2287        -0.0374       0.2818        -0.4817       
19380  2.3969        -2.1846       -0.6260       -0.7623       0.5308        -0.3247       -0.4188       -0.0298       -0.3728       
19381  1.1104        0.9322        -0.3172       0.5133        0.5854        -0.0404       -0.5335       -0.2376       -0.6490       
19382  9.3594        7.3719        3.8661        4.2786        0.4095        -0.1224       0.0975        -0.3784       -0.0276       
19383  1.0174        0.4183        -0.9085       -0.1864       0.7548        0.0760        0.0856        -0.7460       -0.4514       
19384  4.3003        0.1395        -4.2213       0.8087        0.2442        0.1590        0.1170        -0.1437       -0.3467       
19385  1.1199        0.6866        0.6621        0.5869        0.7074        0.2782        -0.5040       0.4111        -0.4882       
19386  1.1841        -0.1514       -0.2867       -1.1389       0.4091        0.3951        0.0492        0.0944        -0.8010       
19387  2.1683        1.9878        -0.8064       0.3159        0.7786        -0.6323       0.4524        0.0413        -0.0958       
19388  2.2660        2.2107        -0.3572       -0.3465       0.2353        0.2155        0.0690        -0.0646       -0.6257       
19389  1.9608        1.8150        -0.3578       0.6498        0.7815        0.3159        0.5160        0.4947        -0.1389       
19390  1.4517        -0.7655       0.6797        -1.0294       0.6192        0.0808        -0.1202       0.6020        -0.5032       
19391  3.0430        -1.3212       -2.7326       -0.2175       0.4582        0.2221        0.1634        -0.3660       -0.3355       
19392  1.7525        -0.0221       0.4934        1.6815        0.6590        0.0878        -0.0241       0.6527        -0.3680       
19393  2.4646        -1.3265       -2.0762       0.0627        0.5795        -0.2090       0.5350        0.0769        -0.3056       
19394  3.1156        -1.4529       -0.2557       2.7442        0.5883        0.4166        0.3805        0.1668        -0.1891       
19395  1.4456        -0.9873       -1.0235       -0.2597       0.7512        -0.5790       0.1995        0.4350        -0.3242       
19396  0.7677        -0.7398       0.1129        0.1712        0.8624        0.7784        -0.3672       0.0540        -0.3547       
19397  3.7221        0.0134        -3.3649       1.5911        0.5347        0.2633        0.1238        0.4486        -0.1753       
19398  6.7876        -2.5423       -3.6474       5.1289        0.2210        -0.1408       0.0609        0.1591        -0.2174       
19399  2.1015        0.7904        0.7771        1.7854        0.4037        0.2657        -0.3022       -0.0326       -0.5539       
19400  2.8075        2.5394        -1.1329       0.3873        0.5299        0.2025        0.4396        -0.2157       -0.3006       
19401  1.8930        1.2748        1.1325        -0.8220       0.2703        -0.2196       0.1469        -0.0570       -0.6932       
19402  3.3838        0.0162        2.1415        2.6199        0.5859        -0.2901       0.4561        0.2261        -0.1567       
19403  5.1967        1.2434        -5.0270       -0.4346       0.5400        0.1113        0.2960        -0.4377       -0.0506       
19404  2.5546        -2.0844       -0.6133       1.3436        0.2936        0.2299        0.1563        0.0943        -0.5385       
19405  1.5048        -1.2524       0.7277        -0.4080       0.6984        -0.5927       0.3647        0.0584        -0.3833       
19406  5.5479        3.9287        -3.8596       0.6696        0.3356        0.0463        0.1451        -0.2991       -0.2094       
19407  1.0713        -0.3188       -1.0129       0.1421        0.9306        0.4272        -0.8161       0.1321        -0.1380       
19408  0.7732        -0.7164       0.1606        -0.2428       0.9670        0.4065        -0.0510       0.8759        -0.1616       
19409  2.6177        -1.1174       -0.7933       -2.2304       0.6696        -0.2725       -0.1625       0.5897        -0.1650       
19410  2.6468        0.4296        1.9169        1.7739        0.8538        0.2757        -0.5459       -0.5958       0.1206        
19411  2.8010        -0.5464       1.1271        2.5054        0.3648        0.1442        -0.2541       -0.2185       -0.4494       
19412  1.3362        1.1166        0.0381        -0.7329       0.5013        -0.3173       -0.0438       -0.3856       -0.6700       
19413  3.2530        -0.3688       3.2279        0.1640        0.4088        0.3857        0.1322        0.0299        -0.3495       
19414  1.3325        0.6399        0.0472        1.1679        0.6969        0.6560        0.0798        0.2213        -0.4367       
19415  6.9645        -5.7571       -1.3334       -3.6853       0.4147        -0.1400       -0.3678       0.1309        -0.0878       
19416  1.5963        0.4792        0.5152        -1.4329       0.4240        -0.2708       0.2050        0.2539        -0.6651       
19417  6.6228        -0.6261       0.9253        6.5279        0.3207        0.0264        0.3194        -0.0116       -0.1697       
19418  1.3249        -0.0010       1.0604        0.7943        0.0956        -0.0804       -0.0248       -0.0454       -0.9156       
19419  1.1040        -0.1053       -0.0026       1.0990        0.9828        -0.8910       0.2923        -0.2945       -0.0277       
19420  3.2843        2.5419        -1.8608       -0.9290       0.3682        0.1809        -0.0173       -0.3202       -0.3770       
19421  7.6072        2.1914        -6.9148       2.2918        0.3627        -0.0623       -0.2437       -0.2613       -0.1071       
19422  1.2821        -0.0358       -1.2815       -0.0108       0.3788        -0.3663       0.0434        -0.0860       -0.7944       
19423  1.5168        -1.0344       0.2250        1.0863        0.6174        0.5523        -0.2188       -0.1680       -0.4864       
19424  0.6408        0.0459        -0.0968       -0.6318       0.4927        -0.0583       0.3662        0.3243        -0.8919       
19425  1.7264        0.0411        1.6284        -0.5718       0.8927        0.2963        0.8264        0.1619        -0.0122       
19426  181.8501      -160.8560     33.4024       -77.9686      0.0411        0.0103        -0.0119       -0.0379       -0.0085       
19427  3.9489        3.6569        1.4751        0.2116        0.1348        0.0702        0.0837        0.0789        -0.4200       
19428  1.9484        -0.8859       1.0480        -1.3832       0.5299        0.2407        -0.4072       -0.2388       -0.4719       
19429  0.8504        -0.2467       -0.4947       0.6462        0.3213        -0.2940       0.0669        -0.1110       -0.9701       
19430  1.2602        0.0782        -1.2537       -0.1007       0.6261        0.5085        0.3037        -0.2030       -0.5527       
19431  0.4019        -0.3298       -0.1721       -0.1522       1.0753        -0.8720       -0.5163       0.3598        -0.0354       
19432  4.3261        3.7951        -0.8436       -1.8977       0.5632        0.4624        -0.2401       -0.2138       -0.0870       
19433  2.0075        1.5358        0.8298        0.9914        0.4087        0.0342        -0.3482       0.2111        -0.5715       
19434  4.5490        2.9098        1.8280        -2.9808       0.4862        0.2738        -0.3203       -0.2426       -0.1500       
19435  2.8482        -1.3744       2.4792        -0.2772       0.5665        -0.3746       0.3818        0.1867        -0.2540       
19436  15.0626       9.9595        -11.1008      -2.1124       0.1496        0.0093        0.1154        0.0947        -0.0999       
19437  2.0125        -0.2277       1.9317        -0.5166       0.7217        -0.2330       0.4656        0.4997        -0.2165       
19438  4.9816        2.9199        -0.8259       3.9508        0.5508        -0.0562       0.0844        0.5414        -0.0524       
19439  0.1662        0.0945        0.1244        -0.0567       0.6713        0.0826        0.3456        0.5696        -0.7757       
19440  0.5016        0.4741        -0.1427       0.0802        1.0830        -1.0379       -0.1482       -0.2715       0.0028        
19441  6.4362        -5.6770       -1.2398       -2.7674       0.4338        -0.0856       0.2381        -0.3523       -0.0919       
19442  1.4755        -0.5114       -0.0382       1.3836        0.6592        0.3154        -0.3295       -0.4760       -0.4450       
19443  2.8822        2.5915        0.8635        -0.9196       0.4742        -0.2636       0.3837        -0.0903       -0.3447       
19444  0.9007        -0.5169       -0.4928       -0.5490       0.2920        -0.2889       -0.0377       -0.0205       -0.9725       
19445  2.4874        -0.0091       2.4414        -0.4759       0.4532        0.0611        0.4486        0.0207        -0.4318       
19446  2.1749        1.5809        -0.5373       1.3936        0.7189        0.2422        0.6755        0.0432        -0.1836       
19447  58.4285       -28.9530      -49.8311      9.6166        0.1427        -0.1315       0.0389        -0.0396       -0.0113       
19448  1.4006        -0.3215       -0.1155       -1.3583       0.8821        0.6395        -0.5963       0.1165        -0.1237       
19449  6.4668        2.6360        -5.8887       0.4403        0.2686        0.2624        0.0535        0.0210        -0.2067       
19450  2.4513        -0.2651       2.4021        0.4107        0.7776        0.1945        -0.7501       0.0654        -0.0393       
19451  4.8609        -4.4896       -0.4596       -1.8057       0.1476        0.0489        0.1244        -0.0626       -0.3420       
19452  10.0417       2.4039        9.7085        -0.8951       0.2882        0.0159        -0.1050       -0.2679       -0.0992       
19453  6.5007        2.7085        2.2751        -5.4542       0.2543        -0.1067       -0.2307       0.0044        -0.2127       
19454  4.8553        -0.3377       -4.8298       0.3643        0.3624        -0.2461       0.2230        -0.1450       -0.2329       
19455  3.3464        -0.1093       -2.8370       1.7713        0.1549        0.1050        0.0656        -0.0932       -0.4807       
19456  1.4765        -1.2984       0.3793        -0.5919       0.8855        0.2028        -0.8493       -0.1472       -0.0952       
19457  2.7024        -0.1934       1.5752        -2.1874       0.4995        0.0456        0.4968        -0.0246       -0.3493       
19458  1.0699        -0.7550       0.5545        -0.5170       0.7523        -0.1744       -0.7312       -0.0298       -0.4385       
19459  4.1454        3.4872        -0.9327       -2.0381       0.2434        -0.2372       -0.0313       -0.0446       -0.3606       
19460  1.0097        -0.2731       -0.8402       -0.4888       0.7498        -0.7060       -0.1570       0.1979        -0.4613       
19461  1.0541        0.0003        0.7512        -0.7395       0.8221        -0.1124       -0.1563       0.7993        -0.3336       
19462  2.6005        2.1600        -0.5007       -1.3588       0.4142        0.3279        -0.1736       -0.1841       -0.4449       
19463  0.9926        -0.9674       0.0449        -0.2176       0.8545        0.7754        0.2767        -0.2289       -0.2987       
19464  2.8771        2.0230        -1.4627       -1.4303       0.2132        -0.0501       -0.0559       0.1996        -0.5249       
19465  1.2457        -0.1526       -0.0534       1.2351        0.6272        0.1882        0.1887        0.5678        -0.5558       
19466  0.1152        -0.0609       0.0877        -0.0432       1.0943        0.8740        0.5538        0.3564        -0.0327       
19467  1.5609        0.1229        -0.0587       -1.5549       0.3247        -0.0726       -0.1963       -0.2482       -0.7495       
19468  4.4220        1.2970        -3.5290       -2.3277       0.6912        0.2087        0.6381        -0.1647       0.0815        
19469  0.4030        0.1234        -0.3029       -0.2353       0.8381        -0.8290       0.0736        -0.0981       -0.4892       
19470  2.5495        -1.3565       -2.1460       0.2337        0.4392        0.3547        -0.2368       0.1049        -0.4327       
19471  4.4241        2.3000        1.0249        -3.6376       0.2455        -0.0368       0.2427        -0.0042       -0.3359       
19472  10.2547       3.8354        9.0269        -2.9942       0.3759        -0.0755       0.1933        -0.3135       -0.0373       
19473  2.4405        1.4754        -0.0792       1.9424        0.6398        0.4258        0.3181        -0.3561       -0.2367       
19474  2.6748        -1.3989       1.9769        1.1358        0.3874        0.2364        -0.2980       0.0735        -0.4534       
19475  1.4116        0.4841        -0.3674       -1.2740       0.1799        0.0430        -0.1651       0.0569        -0.8662       
19476  2.9884        -0.2384       -2.0912       2.1214        0.2494        -0.1746       0.1149        0.1360        -0.4913       
19477  1.9223        -1.4702       0.8303        0.9188        0.9858        0.1208        -0.0377       -0.9776       0.2127        
19478  1.8869        -0.6373       0.7229        -1.6223       0.8448        -0.3716       0.3104        -0.6923       -0.0541       
19479  1.3896        -0.3226       -1.3463       -0.1206       0.5136        0.2253        -0.3241       0.3287        -0.6413       
19480  2.5871        -1.2779       2.2360        -0.2453       0.4285        -0.0320       0.0939        -0.4169       -0.4352       
19481  0.9021        0.6043        -0.0308       -0.6691       0.9796        0.9741        -0.1022       -0.0123       -0.0978       
19482  2.5092        1.4388        -0.3256       2.0298        0.8777        0.6677        0.4470        -0.3533       0.1374        
19483  1.7648        0.9768        1.2497        0.7738        0.2811        -0.2585       -0.0259       0.1074        -0.7200       
19484  2.4566        0.5279        1.7400        1.6519        0.4166        -0.3070       -0.2495       -0.1308       -0.4694       
19485  4.6494        -0.8538       1.8677        4.1713        0.2893        0.0829        -0.1713       -0.2179       -0.2951       
19486  3.7547        1.8482        -1.6398       2.8272        0.4926        -0.4925       0.0096        0.0043        -0.2151       
19487  1.7379        -1.1157       1.1430        0.6848        0.7588        -0.4526       -0.0106       0.6089        -0.2304       
19488  2.2672        -0.2150       2.1752        -0.6019       0.5643        0.0014        -0.2363       -0.5124       -0.3624       
19489  2.3648        -0.5899       2.0018        1.1121        0.5100        0.3666        0.3291        0.1319        -0.4007       
19490  1.8509        -1.6827       -0.7673       0.0729        0.7061        0.1608        0.3806        -0.5726       -0.2782       
19491  0.9112        0.1821        0.6793        0.5795        0.9055        0.3476        -0.7565       0.3561        -0.2346       
19492  0.6124        -0.4127       0.2314        0.3888        1.2663        -0.1926       0.2646        -1.2233       0.4613        
19493  1.8568        -0.5442       -1.7565       0.2576        0.2273        0.0718        -0.2118       0.0401        -0.7237       
19494  1.3759        -0.0639       -0.6952       -1.1857       0.2587        0.1442        0.0810        -0.1989       -0.8423       
19495  3.5357        -1.1804       2.5982        -2.0875       0.4913        -0.2192       -0.4397       -0.0018       -0.2405       
19496  0.9689        0.1882        0.2402        -0.9196       0.9856        0.6363        -0.1475       -0.7381       -0.0650       
19497  0.8220        -0.7444       -0.3461       0.0421        0.5072        -0.3668       -0.2416       -0.2537       -0.8247       
19498  1.5507        -0.7428       -1.3587       0.0818        0.6977        -0.3708       -0.4563       0.3755        -0.3711       
19499  0.6611        -0.3069       -0.5682       -0.1417       0.5762        -0.3837       -0.0235       0.4292        -0.7970       
19500  4.1583        -2.7912       -3.0707       0.2671        0.3143        -0.0054       0.0812        0.3036        -0.3199       
19501  2.5369        -0.9106       -1.5974       -1.7479       0.5542        0.3269        -0.0837       0.4397        -0.3208       
19502  3.0146        -0.9104       -0.7745       -2.7676       0.4661        0.1805        0.0228        -0.4291       -0.3324       
19503  0.9359        0.6155        0.5311        0.4637        0.2557        -0.2358       0.0358        0.0924        -0.9814       
19504  1.5706        0.6123        1.3080        -0.6171       0.4900        0.0406        0.4657        0.1470        -0.6120       
19505  1.9739        -1.9148       -0.4593       -0.1372       0.6735        0.6423        -0.1875       -0.0762       -0.2930       
19506  0.6759        -0.5859       -0.0251       0.3361        0.9601        0.9388        0.1976        0.0354        -0.2032       
19507  1.7032        -0.7756       -1.4984       0.2324        0.4731        -0.3529       0.2977        -0.1032       -0.5916       
19508  1.7485        0.3699        1.4203        0.9503        0.9641        0.1738        0.1833        0.9304        0.1262        
19509  0.9455        -0.8750       -0.2025       -0.2957       0.7006        -0.4015       0.5720        -0.0487       -0.5530       
19510  1.9820        1.0676        1.5377        0.6511        0.4704        -0.4362       0.1127        0.1353        -0.5233       
19511  6.9554        0.3624        3.8604        5.7744        0.2402        -0.0160       0.0283        0.2379        -0.2024       
19512  2.4510        -1.3340       2.0561        -0.0242       0.4469        -0.4143       -0.1554       0.0629        -0.4443       
19513  5.3870        3.3241        -4.0764       -1.1633       0.5682        0.1075        -0.1427       0.5393        -0.0082       
19514  1.3314        0.6586        0.0858        1.1539        0.4921        0.4553        -0.0277       0.1846        -0.6806       
19515  3.3642        -0.0845       -3.3235       -0.5147       0.4577        -0.1425       0.1333        -0.4140       -0.2929       
19516  1.4823        -0.9367       0.3253        1.1018        0.7630        -0.2780       0.5487        0.4515        -0.2954       
19517  1.7070        -1.5813       -0.3826       0.5168        0.5809        0.0860        -0.1213       -0.5616       -0.4769       
19518  2.1602        0.8643        -1.4000       1.3998        0.4114        0.0437        0.2227        0.3431        -0.5345       
19519  2.3352        -1.2969       1.4267        -1.3174       0.8361        -0.7586       0.2965        -0.1887       0.0322        
19520  3.8007        0.9706        -1.3073       3.4343        0.1906        -0.0831       -0.1629       0.0538        -0.4166       
19521  4.5973        -3.5737       2.7514        0.8911        0.1554        0.1306        0.0715        0.0445        -0.3586       
19522  4.5556        -1.8541       -0.8045       4.0827        0.5103        0.3109        -0.3958       -0.0842       -0.1255       
19523  0.7364        0.2232        0.2830        -0.6422       0.5120        0.4441        0.1685        0.1909        -0.8454       
19524  6.1341        -4.7089       -2.6256       -2.9258       0.5445        -0.0715       -0.3502       0.4108        0.0034        
19525  2.1747        0.2869        -0.5258       2.0905        0.7217        -0.4510       0.1293        0.5484        -0.1797       
19526  1.8622        1.6835        -0.2551       -0.7541       0.5081        -0.3856       -0.2831       0.1711        -0.5158       
19527  1.0544        0.4515        0.6371        -0.7086       0.5336        -0.0900       -0.4166       0.3211        -0.7246       
19528  2.9240        0.2433        -1.9519       -2.1634       0.4198        0.2571        0.0724        0.3238        -0.3869       
19529  1.6507        1.2299        0.6698        0.8737        0.5968        0.0647        0.5709        -0.1615       -0.4736       
19530  3.0305        0.4096        2.0108        -2.2301       0.5611        -0.2349       0.5005        -0.0961       -0.2324       
19531  1.7375        -1.2086       -0.6503       -1.0655       0.4955        0.4161        0.0510        0.2642        -0.5607       
19532  5.7702        -5.1171       -2.5560       -0.7606       0.6375        0.1232        -0.5538       0.2907        0.0960        
19533  0.1768        0.1450        -0.1012       -0.0026       0.3358        -0.1324       0.0605        0.3026        -1.1126       
19534  1.1101        -1.0550       0.1964        -0.2839       0.6881        -0.0011       0.5607        0.3988        -0.5183       
19535  1.0428        0.7531        -0.5040       0.5161        0.9044        -0.8148       -0.2849       -0.2697       -0.1952       
19536  0.3712        -0.2207       -0.1648       0.2489        0.5180        -0.3598       -0.3280       -0.1769       -0.9293       
19537  2.1244        1.3993        -1.1909       -1.0663       0.2064        -0.1185       0.1418        0.0919        -0.6690       
19538  1.5775        -0.6090       0.9147        -1.1318       0.4473        0.3604        0.2650        0.0018        -0.6501       
19539  0.6209        0.1037        0.1850        0.5836        0.5504        -0.1122       -0.1116       0.5272        -0.8370       
19540  2.0647        0.3770        -1.7793       -0.9773       0.2491        0.1392        -0.0170       0.2059        -0.6631       
19541  1.8046        -0.0098       1.5504        -0.9234       0.3890        -0.1996       0.3036        -0.1389       -0.6373       
19542  1.2288        0.5881        -0.0137       1.0788        0.7717        -0.4377       0.3928        -0.4997       -0.3590       
19543  1.3379        -1.0343       0.8170        0.2296        0.3956        0.1339        0.2624        0.2640        -0.7643       
19544  2.0527        -1.5826       -1.2911       0.2048        0.9118        0.5746        -0.6641       -0.2452       0.1034        
19545  1.3723        0.7729        -0.3716       1.0713        0.8129        -0.2920       0.2890        -0.7015       -0.2495       
19546  0.8474        0.4636        -0.3953       0.5889        0.2626        0.2266        -0.1326       -0.0055       -1.0053       
19547  3.3030        1.7277        -2.0162       1.9647        0.3796        0.3182        0.2069        0.0045        -0.3661       
19548  1.4124        0.1621        1.2455        -0.6460       0.3647        -0.1404       -0.2178       -0.2567       -0.7652       
19549  0.9809        0.3615        0.7955        -0.4457       0.9884        -0.8075       -0.4841       0.3010        -0.0556       
19550  1.0869        -0.2237       -1.0239       -0.2880       0.7803        -0.6728       0.2048        0.3381        -0.3902       
19551  1.6807        -1.0323       0.7132        1.1182        0.7510        0.3018        -0.6669       -0.1678       -0.2575       
19552  0.6931        0.4765        -0.1120       0.4907        0.7047        0.6786        0.0945        0.1649        -0.6235       
19553  3.4254        3.1779        1.2774        -0.0535       0.3805        0.2800        0.2453        0.0785        -0.3502       
19554  0.3070        -0.2245       -0.1865       0.0952        0.9131        -0.5750       0.5548        0.4420        -0.3750       
19555  1.0359        0.9306        -0.4515       -0.0558       0.4695        0.4216        -0.2044       -0.0310       -0.7948       
19556  1.2574        -0.1374       -1.2439       0.1219        0.5394        0.4263        -0.3221       0.0740        -0.6546       
19557  1.1821        -0.9120       -0.7080       -0.2539       0.5920        0.5654        -0.1398       -0.1063       -0.6185       
19558  2.1551        0.3989        1.4643        1.5300        1.0407        -0.8247       0.4968        0.3951        0.3783        
19559  5.0305        2.2132        -4.2452       -1.5449       0.4041        0.2001        0.3468        -0.0552       -0.1892       
19560  3.1162        -0.5489       -2.4362       1.8641        0.3443        0.0315        0.2594        -0.2241       -0.4166       
19561  2.5692        0.2912        0.2504        2.5403        0.6351        -0.0484       0.6181        0.1379        -0.2187       
19562  0.4667        0.0339        0.1239        0.4487        0.8872        -0.5890       -0.4213       0.5125        -0.3910       
19563  1.1320        1.0024        -0.4343       -0.2966       0.7178        0.4863        0.5228        0.0734        -0.4697       
19564  2.0269        -1.7214       -0.6684       -0.8358       0.1977        0.0375        0.1934        0.0169        -0.6948       
19565  1.4148        0.8592        0.4857        -1.0137       0.3611        -0.1466       0.2600        0.2032        -0.7672       
19566  1.8174        -0.1422       1.7262        -0.5505       0.5471        0.0614        0.4047        -0.3630       -0.4860       
19567  1.4564        -0.3820       -0.3731       -1.3550       0.4671        -0.1417       0.4192        -0.1498       -0.6670       
